Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°];Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°]
Barra 948;13,017983;13,584501;13,856098;0,943332;0,984384;1,004065;0,444906;-121,015513;120,598179;Barra 948;13,076287;13,645182;13,919369;0,947557;0,988781;1,00865;0,048921;-121,417512;120,196995
Barra 972;13,017983;13,584501;13,856098;0,943332;0,984384;1,004065;0,444906;-121,015514;120,598179;Barra 972;13,076287;13,645182;13,919369;0,947557;0,988781;1,00865;0,048921;-121,417513;120,196995
Barra 970;13,017962;13,584505;13,856103;0,943331;0,984384;1,004065;0,444916;-121,015546;120,598207;Barra 970;13,076266;13,645186;13,919374;0,947556;0,988782;1,00865;0,048931;-121,417545;120,197023
Barra 1018;13,017958;13,584505;13,856104;0,94333;0,984384;1,004066;0,444917;-121,015552;120,598212;Barra 1018;13,076262;13,645187;13,919374;0,947555;0,988782;1,00865;0,048933;-121,417551;120,197028
Barra 1031;13,017953;13,584506;13,856106;0,94333;0,984384;1,004066;0,44492;-121,01556;120,598219;Barra 1031;13,076257;13,645187;13,919376;0,947555;0,988782;1,00865;0,048936;-121,417558;120,197035
Barra 759;13,274727;13,584419;13,846785;0,961937;0,984378;1,00339;0,333616;-120,702932;120,285404;Barra 759;13,334179;13,645087;13,910028;0,966245;0,988774;1,007973;-0,062347;-121,104958;119,88422
Barra 760;13,274965;13,583438;13,846938;0,961954;0,984307;1,003401;0,334972;-120,702487;120,283901;Barra 760;13,334418;13,644103;13,910182;0,966262;0,988703;1,007984;-0,060991;-121,104513;119,882717
Barra 609;13,243684;13,580052;13,834887;0,959687;0,984062;1,002528;0,336534;-120,722647;120,322865;Barra 609;13,302997;13,640703;13,898073;0,963985;0,988457;1,007107;-0,059435;-121,124667;119,921681
Barra 654;13,243692;13,580018;13,834892;0,959688;0,984059;1,002528;0,336581;-120,722631;120,322813;Barra 654;13,303005;13,640669;13,898079;0,963986;0,988454;1,007107;-0,059389;-121,124652;119,92163
Barra 671;13,243692;13,580018;13,834892;0,959688;0,984059;1,002528;0,336581;-120,722631;120,322813;Barra 671;13,303005;13,640669;13,898079;0,963986;0,988454;1,007107;-0,059389;-121,124652;119,92163
Barra 676;13,2437;13,579985;13,834897;0,959688;0,984057;1,002529;0,336627;-120,722616;120,322761;Barra 676;13,303014;13,640635;13,898084;0,963987;0,988452;1,007108;-0,059342;-121,124636;119,921578
Barra 909;13,058929;13,577447;13,846372;0,946299;0,983873;1,00336;0,425804;-120,952724;120,543198;Barra 909;13,117416;13,638095;13,9096;0,950537;0,988268;1,007942;0,02982;-121,354725;120,142015
Barra 936;13,058884;13,577398;13,84632;0,946296;0,983869;1,003357;0,425821;-120,952691;120,543214;Barra 936;13,117371;13,638046;13,909548;0,950534;0,988264;1,007938;0,029837;-121,354693;120,142031
Barra 629;13,23641;13,577291;13,832155;0,95916;0,983862;1,00233;0,339528;-120,726703;120,329583;Barra 629;13,295691;13,63793;13,895329;0,963456;0,988256;1,006908;-0,056443;-121,128722;119,9284
Barra 648;13,236381;13,577296;13,832162;0,959158;0,983862;1,002331;0,339541;-120,726747;120,329621;Barra 648;13,295662;13,637935;13,895335;0,963454;0,988256;1,006908;-0,05643;-121,128765;119,928439
Barra 881;13,081403;13,573813;13,841294;0,947928;0,98361;1,002992;0,415387;-120,918649;120,513166;Barra 881;13,13999;13,634444;13,9045;0,952173;0,988003;1,007572;0,019403;-121,320651;120,111984
Barra 859;13,084495;13,573314;13,840596;0,948152;0,983573;1,002942;0,413956;-120,913959;120,509033;Barra 859;13,143096;13,633942;13,903799;0,952398;0,987967;1,007522;0,017972;-121,315962;120,10785
Barra 912;13,084476;13,573233;13,840293;0,94815;0,983568;1,00292;0,413691;-120,91356;120,509074;Barra 912;13,143078;13,633861;13,903495;0,952397;0,987961;1,0075;0,017707;-121,315563;120,107891
Barra 895;13,084461;13,573212;13,840386;0,948149;0,983566;1,002927;0,41384;-120,913689;120,509032;Barra 895;13,143063;13,63384;13,903588;0,952396;0,987959;1,007506;0,017856;-121,315692;120,10785
Barra 911;13,084421;13,573119;13,840366;0,948146;0,983559;1,002925;0,413952;-120,913678;120,508981;Barra 911;13,143022;13,633747;13,903568;0,952393;0,987953;1,007505;0,017968;-121,315681;120,107798
Barra 932;13,084136;13,573064;13,840216;0,948126;0,983555;1,002914;0,413951;-120,913796;120,509322;Barra 932;13,142736;13,633691;13,903417;0,952372;0,987949;1,007494;0,017967;-121,315799;120,10814
Barra 960;13,084123;13,57305;13,840201;0,948125;0,983554;1,002913;0,413956;-120,913787;120,509327;Barra 960;13,142723;13,633677;13,903402;0,952371;0,987948;1,007493;0,017972;-121,315789;120,108145
Barra 1000;13,083556;13,573035;13,839891;0,948084;0,983553;1,002891;0,413814;-120,914044;120,510124;Barra 1000;13,142153;13,633662;13,90309;0,95233;0,987947;1,00747;0,01783;-121,316046;120,108942
Barra 1014;13,083556;13,573035;13,839891;0,948084;0,983553;1,002891;0,413814;-120,914044;120,510124;Barra 1014;13,142153;13,633662;13,90309;0,95233;0,987947;1,00747;0,01783;-121,316046;120,108942
Barra 1015;13,083556;13,573035;13,83989;0,948084;0,983553;1,002891;0,413813;-120,914042;120,510124;Barra 1015;13,142153;13,633663;13,903089;0,95233;0,987947;1,00747;0,017829;-121,316045;120,108942
Barra 943;13,083545;13,57302;13,839954;0,948083;0,983552;1,002895;0,413917;-120,914132;120,510096;Barra 943;13,142143;13,633648;13,903154;0,952329;0,987945;1,007475;0,017932;-121,316135;120,108914
Barra 980;13,083259;13,572982;13,839915;0,948062;0,983549;1,002892;0,414032;-120,914402;120,510417;Barra 980;13,141855;13,633609;13,903114;0,952308;0,987943;1,007472;0,018048;-121,316404;120,109235
Barra 989;13,083259;13,572982;13,839912;0,948062;0,983549;1,002892;0,414028;-120,914398;120,510419;Barra 989;13,141856;13,63361;13,903112;0,952308;0,987943;1,007472;0,018043;-121,3164;120,109236
Barra 1051;13,082509;13,572972;13,83994;0,948008;0,983549;1,002894;0,414376;-120,915306;120,511319;Barra 1051;13,141102;13,633599;13,90314;0,952254;0,987942;1,007474;0,018391;-121,317309;120,110136
Barra 1064;13,082476;13,572977;13,839948;0,948006;0,983549;1,002895;0,414391;-120,915357;120,511363;Barra 1064;13,141069;13,633605;13,903148;0,952251;0,987942;1,007474;0,018406;-121,317359;120,11018
Barra 1090;13,082468;13,572979;13,83995;0,948005;0,983549;1,002895;0,414395;-120,915369;120,511373;Barra 1090;13,141061;13,633606;13,90315;0,952251;0,987942;1,007475;0,01841;-121,317371;120,110191
Barra 1109;13,08247;13,572978;13,83995;0,948005;0,983549;1,002895;0,414394;-120,915367;120,511372;Barra 1109;13,141062;13,633606;13,903149;0,952251;0,987942;1,007475;0,01841;-121,317369;120,110189
Barra 999;13,08316;13,572968;13,839904;0,948055;0,983548;1,002892;0,414077;-120,914499;120,510527;Barra 999;13,141755;13,633595;13,903104;0,952301;0,987942;1,007471;0,018092;-121,316501;120,109345
Barra 925;13,084464;13,572944;13,840393;0,94815;0,983547;1,002927;0,414198;-120,913598;120,50871;Barra 925;13,143065;13,633571;13,903595;0,952396;0,98794;1,007507;0,018214;-121,315601;120,107528
Barra 1019;13,083147;13,572954;13,83989;0,948054;0,983547;1,002891;0,414081;-120,91449;120,510532;Barra 1019;13,141743;13,633581;13,90309;0,9523;0,987941;1,00747;0,018097;-121,316493;120,109349
Barra 1021;13,082688;13,572941;13,839898;0,948021;0,983546;1,002891;0,414292;-120,915032;120,511079;Barra 1021;13,141281;13,633568;13,903097;0,952267;0,98794;1,007471;0,018307;-121,317035;120,109897
Barra 1032;13,082681;13,572934;13,839891;0,94802;0,983546;1,002891;0,414294;-120,915028;120,511081;Barra 1032;13,141275;13,633561;13,90309;0,952266;0,987939;1,00747;0,018309;-121,31703;120,109899
Barra 857;13,101295;13,5711;13,837749;0,949369;0,983413;1,002735;0,406722;-120,889876;120,486802;Barra 857;13,159972;13,631718;13,90094;0,953621;0,987806;1,007314;0,010738;-121,29188;120,08562
Barra 855;13,10126;13,571094;13,837801;0,949367;0,983413;1,002739;0,406808;-120,889982;120,486818;Barra 855;13,159937;13,631712;13,900992;0,953619;0,987805;1,007318;0,010824;-121,291986;120,085636
Barra 842;13,101287;13,571089;13,837795;0,949369;0,983412;1,002739;0,406795;-120,889939;120,486781;Barra 842;13,159964;13,631707;13,900985;0,953621;0,987805;1,007318;0,010811;-121,291944;120,085599
Barra 824;13,111669;13,569656;13,836283;0,950121;0,983308;1,002629;0,402727;-120,875346;120,472868;Barra 824;13,170392;13,630267;13,899467;0,954376;0,987701;1,007208;0,006744;-121,277351;120,071686
Barra 843;13,111667;13,569656;13,836283;0,950121;0,983308;1,002629;0,402727;-120,875348;120,47287;Barra 843;13,170391;13,630267;13,899468;0,954376;0,987701;1,007208;0,006744;-121,277353;120,071688
Barra 805;13,115951;13,569064;13,835658;0,950431;0,983266;1,002584;0,401049;-120,869323;120,467128;Barra 805;13,174694;13,629672;13,89884;0,954688;0,987657;1,007162;0,005066;-121,271328;120,065946
Barra 829;13,115955;13,569051;13,83566;0,950431;0,983265;1,002584;0,401067;-120,869317;120,467108;Barra 829;13,174697;13,62966;13,898841;0,954688;0,987657;1,007162;0,005084;-121,271323;120,065927
Barra 647;13,210551;13,567409;13,82237;0,957286;0,983146;1,001621;0,350192;-120,741016;120,353437;Barra 647;13,269717;13,628005;13,885496;0,961574;0,987537;1,006195;-0,045786;-121,143029;119,952255
Barra 668;13,210586;13,567265;13,822392;0,957289;0,983135;1,001623;0,350392;-120,740951;120,353216;Barra 668;13,269752;13,627861;13,885519;0,961576;0,987526;1,006197;-0,045586;-121,142964;119,952035
Barra 670;13,209234;13,567234;13,822491;0,957191;0,983133;1,00163;0,351071;-120,742647;120,354812;Barra 670;13,268394;13,62783;13,885618;0,961478;0,987524;1,006204;-0,044907;-121,14466;119,953631
Barra 705;13,197055;13,565621;13,82361;0,956308;0,983016;1,001711;0,359205;-120,757733;120,367531;Barra 705;13,256161;13,62621;13,886742;0,960591;0,987407;1,006286;-0,036774;-121,159745;119,96635
Barra 725;13,197061;13,565597;13,823614;0,956309;0,983014;1,001711;0,359239;-120,757722;120,367494;Barra 725;13,256167;13,626186;13,886746;0,960592;0,987405;1,006286;-0,036741;-121,159734;119,966313
Barra 896;13,185463;13,564514;13,823139;0,955468;0,982936;1,001677;0,364507;-120,770277;120,380716;Barra 896;13,244516;13,625099;13,886268;0,959748;0,987326;1,006251;-0,031474;-121,172287;119,979535
Barra 893;13,185455;13,564503;13,823188;0,955468;0,982935;1,00168;0,364584;-120,770344;120,380694;Barra 893;13,244508;13,625087;13,886317;0,959747;0,987325;1,006255;-0,031396;-121,172354;119,979513
Barra 880;13,185451;13,564498;13,823209;0,955467;0,982935;1,001682;0,364617;-120,770373;120,380685;Barra 880;13,244505;13,625083;13,886337;0,959747;0,987325;1,006256;-0,031363;-121,172383;119,979504
Barra 854;13,18544;13,564482;13,823278;0,955467;0,982933;1,001687;0,364728;-120,770469;120,380654;Barra 854;13,244494;13,625067;13,886407;0,959746;0,987324;1,006261;-0,031253;-121,172479;119,979473
Barra 876;13,18544;13,564482;13,823276;0,955467;0,982933;1,001687;0,364725;-120,770467;120,380654;Barra 876;13,244494;13,625067;13,886405;0,959746;0,987324;1,006261;-0,031255;-121,172477;119,979473
Barra 840;13,185422;13,564456;13,823389;0,955465;0,982932;1,001695;0,364905;-120,770623;120,380605;Barra 840;13,244476;13,625041;13,886518;0,959745;0,987322;1,006269;-0,031076;-121,172634;119,979424
Barra 858;13,185422;13,564456;13,823388;0,955465;0,982932;1,001695;0,364904;-120,770622;120,380605;Barra 858;13,244476;13,625041;13,886517;0,959745;0,987322;1,006269;-0,031077;-121,172633;119,979424
Barra 841;13,185404;13,564431;13,823499;0,955464;0,98293;1,001703;0,365081;-120,770777;120,380556;Barra 841;13,244458;13,625015;13,886629;0,959743;0,98732;1,006277;-0,030899;-121,172787;119,979375
Barra 839;13,185399;13,564424;13,823529;0,955464;0,982929;1,001705;0,365129;-120,770819;120,380542;Barra 839;13,244453;13,625008;13,886659;0,959743;0,987319;1,00628;-0,030851;-121,172829;119,979361
Barra 864;13,185401;13,564426;13,82352;0,955464;0,982929;1,001704;0,365115;-120,770806;120,380546;Barra 864;13,244454;13,625011;13,88665;0,959743;0,98732;1,006279;-0,030866;-121,172817;119,979365
Barra 822;13,185394;13,564416;13,823562;0,955463;0,982929;1,001707;0,365182;-120,770864;120,380528;Barra 822;13,244447;13,625001;13,886692;0,959743;0,987319;1,006282;-0,030799;-121,172875;119,979347
Barra 837;13,185394;13,564417;13,82356;0,955463;0,982929;1,001707;0,365179;-120,770862;120,380528;Barra 837;13,244448;13,625001;13,88669;0,959743;0,987319;1,006282;-0,030802;-121,172872;119,979347
Barra 812;13,185382;13,564399;13,823636;0,955462;0,982927;1,001713;0,3653;-120,770968;120,380495;Barra 812;13,244435;13,624984;13,886767;0,959742;0,987318;1,006287;-0,03068;-121,172978;119,979314
Barra 809;13,185314;13,564303;13,824051;0,955458;0,982921;1,001743;0,365964;-120,771545;120,380307;Barra 809;13,244367;13,624887;13,887184;0,959737;0,987311;1,006318;-0,030016;-121,173556;119,979126
Barra 791;13,185313;13,564302;13,824056;0,955457;0,98292;1,001743;0,365972;-120,771553;120,380307;Barra 791;13,244366;13,624886;13,887189;0,959737;0,987311;1,006318;-0,030008;-121,173563;119,979126
Barra 777;13,185261;13,564228;13,824378;0,955454;0,982915;1,001767;0,366487;-120,772001;120,380164;Barra 777;13,244314;13,624812;13,887512;0,959733;0,987305;1,006341;-0,029493;-121,174012;119,978983
Barra 782;13,185262;13,564229;13,824374;0,955454;0,982915;1,001766;0,366481;-120,771995;120,380163;Barra 782;13,244315;13,624812;13,887508;0,959733;0,987305;1,006341;-0,0295;-121,174005;119,978983
Barra 724;13,185211;13,564158;13,824682;0,95545;0,98291;1,001789;0,366972;-120,772424;120,380028;Barra 724;13,244264;13,624741;13,887817;0,959729;0,9873;1,006364;-0,029008;-121,174435;119,978847
Barra 761;13,185203;13,564159;13,824684;0,955449;0,98291;1,001789;0,366977;-120,772437;120,38004;Barra 761;13,244255;13,624743;13,887819;0,959729;0,9873;1,006364;-0,029004;-121,174448;119,978859
Barra 747;13,1733;13,562392;13,827063;0,954587;0,982782;1,001961;0,376794;-120,78877;120,391759;Barra 747;13,232299;13,622968;13,890208;0,958862;0,987172;1,006537;-0,019187;-121,19078;119,990578
Barra 767;13,173298;13,562393;13,827063;0,954587;0,982782;1,001961;0,376795;-120,788773;120,391761;Barra 767;13,232297;13,622969;13,890209;0,958862;0,987172;1,006537;-0,019187;-121,190783;119,990581
Barra 770;13,170253;13,56194;13,827671;0,954366;0,982749;1,002005;0,37931;-120,792951;120,394757;Barra 770;13,229239;13,622514;13,89082;0,95864;0,987139;1,006581;-0,016672;-121,194961;119,993577
Barra 790;13,170254;13,561937;13,827672;0,954366;0,982749;1,002005;0,379313;-120,79295;120,394753;Barra 790;13,229239;13,622512;13,89082;0,958641;0,987139;1,006581;-0,016668;-121,194959;119,993573
Barra 821;13,170279;13,561835;13,827688;0,954368;0,982742;1,002006;0,379456;-120,792903;120,394595;Barra 821;13,229265;13,622408;13,890836;0,958642;0,987131;1,006582;-0,016525;-121,194913;119,993415
Barra 780;13,170547;13,560704;13,827855;0,954387;0,98266;1,002018;0,381023;-120,792389;120,392869;Barra 780;13,229534;13,621273;13,891004;0,958662;0,987049;1,006595;-0,014958;-121,194398;119,991688
Barra 803;13,170545;13,560702;13,827853;0,954387;0,98266;1,002018;0,381024;-120,792388;120,392869;Barra 803;13,229532;13,621271;13,891003;0,958662;0,987049;1,006594;-0,014958;-121,194397;119,991689
Barra 828;13,170598;13,560493;13,827888;0,954391;0,982644;1,002021;0,381317;-120,792293;120,392545;Barra 828;13,229585;13,621061;13,891037;0,958666;0,987033;1,006597;-0,014665;-121,194302;119,991364
Barra 845;13,170597;13,560493;13,827887;0,954391;0,982644;1,002021;0,381317;-120,792293;120,392545;Barra 845;13,229585;13,621061;13,891037;0,958666;0,987033;1,006597;-0,014665;-121,194302;119,991364
Barra 856;13,170687;13,560126;13,827945;0,954398;0,982618;1,002025;0,381828;-120,792126;120,39198;Barra 856;13,229675;13,620692;13,891094;0,958672;0,987007;1,006601;-0,014154;-121,194136;119,9908
Barra 879;13,170687;13,560125;13,827945;0,954398;0,982618;1,002025;0,38183;-120,792126;120,391978;Barra 879;13,229675;13,620691;13,891094;0,958672;0,987007;1,006601;-0,014152;-121,194136;119,990798
Barra 877;13,171179;13,558111;13,828257;0,954433;0,982472;1,002048;0,384633;-120,791211;120,388881;Barra 877;13,230169;13,618668;13,891408;0,958708;0,98686;1,006624;-0,011349;-121,19322;119,9877
Barra 918;13,171204;13,558005;13,828274;0,954435;0,982464;1,002049;0,38478;-120,791163;120,388718;Barra 918;13,230195;13,618561;13,891425;0,95871;0,986852;1,006625;-0,011202;-121,193172;119,987538
Barra 923;13,171205;13,558001;13,828274;0,954435;0,982464;1,002049;0,384785;-120,791163;120,388713;Barra 923;13,230195;13,618558;13,891425;0,95871;0,986852;1,006625;-0,011197;-121,193172;119,987533
Barra 935;13,171213;13,557969;13,828279;0,954436;0,982462;1,002049;0,38483;-120,791146;120,388663;Barra 935;13,230203;13,618525;13,89143;0,95871;0,98685;1,006625;-0,011152;-121,193156;119,987483
Barra 947;13,171216;13,557958;13,828281;0,954436;0,982461;1,002049;0,384845;-120,791142;120,388646;Barra 947;13,230206;13,618515;13,891432;0,958711;0,986849;1,006625;-0,011137;-121,193151;119,987466
Barra 949;13,17122;13,55794;13,828284;0,954436;0,982459;1,00205;0,384871;-120,791133;120,388617;Barra 949;13,230211;13,618496;13,891435;0,958711;0,986848;1,006626;-0,011111;-121,193142;119,987437
Barra 894;13,171333;13,557478;13,828355;0,954444;0,982426;1,002055;0,385513;-120,790924;120,387908;Barra 894;13,230324;13,618033;13,891507;0,958719;0,986814;1,006631;-0,010469;-121,192933;119,986728
Barra 913;13,171333;13,557475;13,828356;0,954444;0,982426;1,002055;0,385517;-120,790924;120,387904;Barra 913;13,230324;13,61803;13,891507;0,958719;0,986814;1,006631;-0,010465;-121,192933;119,986724
Barra 906;13,171524;13,556693;13,828477;0,954458;0,982369;1,002064;0,386606;-120,790567;120,386701;Barra 906;13,230516;13,617244;13,891629;0,958733;0,986757;1,00664;-0,009376;-121,192576;119,985521
Barra 934;13,171527;13,556683;13,828479;0,954458;0,982368;1,002064;0,386619;-120,790562;120,386686;Barra 934;13,230518;13,617234;13,89163;0,958733;0,986756;1,00664;-0,009363;-121,192572;119,985506
Barra 665;13,186773;13,556033;13,808106;0,955563;0,982321;1,000587;0,356528;-120,746708;120,37465;Barra 665;13,245833;13,61658;13,871165;0,959843;0,986709;1,005157;-0,039458;-121,148715;119,97347
Barra 706;13,186803;13,555909;13,808125;0,955565;0,982312;1,000589;0,3567;-120,746652;120,37446;Barra 706;13,245863;13,616456;13,871185;0,959845;0,9867;1,005158;-0,039286;-121,148659;119,97328
Barra 730;13,186844;13,55574;13,808152;0,955568;0,9823;1,000591;0,356936;-120,746575;120,374199;Barra 730;13,245905;13,616286;13,871211;0,959848;0,986687;1,00516;-0,03905;-121,148582;119,973019
Barra 924;13,171901;13,555148;13,828717;0,954486;0,982257;1,002081;0,388756;-120,789865;120,384325;Barra 924;13,230894;13,615692;13,89187;0,95876;0,986644;1,006657;-0,007226;-121,191874;119,983145
Barra 941;13,171908;13,555122;13,828721;0,954486;0,982255;1,002081;0,388793;-120,789853;120,384284;Barra 941;13,230901;13,615665;13,891874;0,958761;0,986642;1,006658;-0,007189;-121,191862;119,983104
Barra 942;13,171908;13,55512;13,828721;0,954486;0,982255;1,002081;0,388796;-120,789852;120,384281;Barra 942;13,230901;13,615664;13,891874;0,958761;0,986642;1,006658;-0,007187;-121,191861;119,983101
Barra 950;13,172223;13,55383;13,828922;0,954509;0,982162;1,002096;0,390591;-120,789265;120,382297;Barra 950;13,231218;13,614367;13,892075;0,958784;0,986548;1,006672;-0,005391;-121,191275;119,981117
